filename,PQI,PNI,sample_id,Species_Display,Total_Ion_Count,Mean_Intensity,n_peaks,Mean_PPM_Error,Std_PPM_Error,Mean_Confidence,COL1A1_Corrected,COL1A2_Corrected,COL1A1_to_COL1A2_Ratio,COL3A1_Peaks,Ratio_QC,Fetal_Markers,Age_Category,Gelatin_Index,species,confidence,confidence_category,notes
V61_C12,,,V61_C12.txt,Sheep/Goat,15372462.0,2471.0596367143544,6221,-0.0204802162519251,1.2026955848842162,68.27086633737846,13375368.0,7429704.100000001,1.8002558136871156,1875.0,PASS,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V61_C22,,,V61_C22.txt,Sheep,10069355.0,2804.83426183844,3590,-0.0405828178821289,1.55461307368662,63.95619393292843,6557859.0,5507056.100000001,1.1908102770189684,1245.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=17.4:1)
V61_E9,,,V61_E9.txt,Sheep,34930726.0,4014.564532812321,8701,-0.1012232817637441,1.0341150397066496,69.78039362401125,18618513.0,27201787.6,0.6844591713524003,2264.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=14.5:1)
V65_A1,,,V65_A1.txt,Goat,30381499.0,5037.555795058863,6031,-0.0329815768097655,1.2818455933022566,67.66671167477398,25253898.0,21801054.6,1.1583796501294024,1418.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=3.4:1)
V65_A11,,,V65_A11.txt,Sheep,21158123.0,4966.695539906104,4260,0.0185829052443432,1.495293037805583,65.79382603571351,12449340.0,17465180.2,0.7128091355163917,643.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=6.9:1)
V65_A21,,,V65_A21.txt,Sheep,23565251.0,3414.7588755252864,6901,-0.0371105657664936,1.119026852509947,69.15749334199036,13911909.0,12385636.9,1.123229197846095,3788.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=10.0:1)
V66_G22,,,V66_G22.txt,Sheep,35095718.0,2775.462079873468,12645,0.2343306048655508,1.1242686201405467,70.11998587853923,45932796.0,12018243.9,3.8219224357728336,4973.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=20.8:1)
V66_H18,1.0,,V66_H18.txt,Sheep,37278046.0,2902.144492020241,12845,0.4474233200786416,1.36849293675319,68.63045777418235,64056693.0,13430600.3,4.769458666713505,2760.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=18.4:1)
V66_H8,,,V66_H8.txt,Bovidae,3231880.0,2762.290598290598,1170,-0.0681159128137036,1.3817149846058971,66.81563332857314,26436.0,130689.0,0.2022817528636687,1109.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V67_G23,1.0,,V67_G23.txt,Sheep/Goat,9064575.0,2578.093003412969,3516,-0.1064797361443661,1.3996008671185165,66.44586138633028,3682080.0,5516669.600000001,0.6674461707839091,1847.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V67_H19,1.0,,V67_H19.txt,Sheep/Goat,13610463.0,3261.553558590942,4173,-0.0128677511389047,1.3114484323852842,67.74108475593442,9114576.0,5134173.2,1.7752762995997096,2533.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ2 757 ambiguous: Ovis=35668, Capra=48918"
V67_H9,1.0,,V67_H9.txt,Sheep/Goat,11857799.0,2666.4715538565324,4447,0.0358160984796444,1.277034739424697,67.66657637010167,6805443.0,6673308.2,1.019800494153709,2016.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V6_C15,,,V6_C15.txt,Sheep,22847239.0,2660.058097566655,8589,-0.0398192411585478,0.999358160104494,70.18170214293387,14879346.0,15799200.3,0.9417784265954272,2585.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=18.1:1)
V6_E12,,,V6_E12.txt,Sheep,21869291.0,3340.352986100504,6547,-0.0304793722127378,1.1170881224247136,69.08018450949548,15471453.0,13660592.4,1.13256091295133,2128.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=12.3:1)
V6_E2,,,V6_E2.txt,Sheep,18074526.0,4140.784879725086,4365,-0.0314498570978167,1.4139527964581156,65.63695220049705,10988571.0,10738349.7,1.023301653139495,1776.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=16.3:1)
V70_G24,,,V70_G24.txt,Goat,27716099.0,4047.91865050387,6847,-0.0777999013205886,1.1179292023464786,69.36157647355253,16319805.0,17779152.3,0.917918060694041,2062.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=18.6:1)
V70_H10,,,V70_H10.txt,Goat,21311144.0,4858.901960784314,4386,-0.0081758766146825,1.3471717849074245,66.47526601117625,15167778.0,17435208.7,0.8699510433735158,658.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=17.2:1)
V70_H20,,,V70_H20.txt,Goat,15372192.0,3859.4506653276426,3983,-0.1042600687562505,1.4588128933016662,65.2850130331316,6676263.0,12359578.4,0.5401691533426415,633.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=12.8:1)
V73_H1,1.0,,V73_H1.txt,Sheep,35404547.0,3862.5951341915775,9166,-0.0083872176241476,0.9373296501579448,70.30891843401282,17746404.0,12136575.1,1.4622250390886635,3461.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=14.0:1)
V73_H11,1.0,,V73_H11.txt,Sheep,24248987.0,3030.7445319335084,8001,0.0460561567528912,1.0003014037640854,70.25614374349108,19253172.0,12632557.6,1.5240913684810746,2614.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=11.6:1)
V73_H21,1.0,,V73_H21.txt,Sheep,25829937.0,3204.3092668403424,8061,0.0409605949530442,0.9811249359296426,70.07342737195737,16060044.0,7557449.9,2.125061259089524,4402.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=42.0:1)
V75_H12,,,V75_H12.txt,Sheep,40345055.0,5280.766361256545,7640,-0.2755479402163965,1.3524132279117236,68.21983858427453,60306633.0,17077604.7,3.531328547498233,1694.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=21436.0:1)
V75_H2,1.0,,V75_H2.txt,Goat,42782212.0,3697.365136980382,11571,-0.0141134014318855,0.8807635948067334,71.2057421147718,20208678.0,8870927.0,2.278079618962032,6334.0,REVIEW,1,Young/Fetal,,Goat,0.9,High,ɑ2 757: Capra pattern detected (3077/3093 signal=3624)
V75_H22,1.0,,V75_H22.txt,Sheep/Goat,30127168.0,2565.979729154246,11741,0.1115358735546086,1.0339568694598789,70.8280146107539,29993979.0,11169663.7,2.685307257728806,4895.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ2 757 ambiguous: Ovis=0, Capra=0"
V76_A12,1.0,1.0,V76_A12.txt,Sheep,19188183.0,5297.676145775815,3622,-0.1288190902677132,1.3757618049451363,66.16434400027514,12023814.0,12757427.8,0.942495163484288,1217.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V76_A2,1.0,1.0,V76_A2.txt,Sheep,23932535.0,3791.592997465146,6312,-0.1133267541519211,1.0350182821809708,69.83943909453427,19804434.0,10333663.6,1.916496875319224,2812.0,PASS,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V76_A22,1.0,1.0,V76_A22.txt,Sheep,26278606.0,2899.54827319872,9063,0.0077249713148959,0.9194762619852532,70.5926931494656,21746781.0,10381148.7,2.094833782700752,3946.0,PASS,1,Young/Fetal,0.0,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=3.4:1)
V77_A13,1.0,0.9507696922791248,V77_A13.txt,Sheep,65911440.0,11547.20392431675,5708,-0.1038810860991244,1.1770267949185482,68.4693677885897,13532343.0,16965397.8,0.7976437192648674,2141.0,REVIEW,1,Young/Fetal,0.0492303077208752,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.1:1)
V77_A23,1.0,,V77_A23.txt,Sheep,21815091.0,3262.313593539704,6687,-0.0708663791371667,1.1075334804976045,68.8422593235559,16167027.0,11703094.0,1.3814318675044397,2058.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V77_A3,1.0,1.0,V77_A3.txt,Sheep/Goat,33659622.0,6180.613661402865,5446,-0.0861820336184183,1.1895734103221791,67.75241858537309,32738616.0,13965978.0,2.344169237557155,2472.0,REVIEW,1,Young/Fetal,0.0,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V79_A14,,,V79_A14.txt,Sheep,39939939.0,4693.294829612221,8510,-0.0878046277111928,1.050165778654483,69.78542458454828,44448204.0,18254185.3,2.434959614439764,3026.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=13.7:1)
V79_A24,,,V79_A24.txt,Sheep,33326223.0,5314.339499282411,6271,0.034068165203037,1.3022093801680097,67.5352632558929,20444151.0,17486160.900000002,1.1691617798164031,2067.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=13.1:1)
V79_A4,1.0,1.0,V79_A4.txt,Sheep,37298867.0,7036.194491605357,5301,-0.0329743796469561,1.2696512525785653,67.23162765210584,61425495.0,10082376.2,6.092362929286451,1796.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=14.6:1)
V7_C16,1.0,,V7_C16.txt,Sheep,32693241.0,3844.0024691358026,8505,0.0873047909632768,1.1059776819053873,69.31379263751414,12875391.0,22441231.8,0.5737381581700876,4084.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=28.4:1)
V7_E13,,1.0,V7_E13.txt,Sheep,39647044.0,4340.600394131815,9134,0.0924242022060358,1.054617694462472,69.54129175923352,31315332.0,27657394.7,1.1322589253137427,2270.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=562.9:1)
V7_E3,,,V7_E3.txt,Sheep,31420080.0,3261.374299356446,9634,0.1131629830070726,1.059908671867983,69.80306638918748,22708761.0,19021412.8,1.1938524881811092,3521.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=33.4:1)
V80_H13,1.0,1.0,V80_H13.txt,Goat,47721266.0,3580.258534023558,13329,-0.0170632386770083,0.8454083228602197,71.08060804132046,37637907.0,28683426.2,1.3121830961741945,4930.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.1:1)
V80_H23,1.0,1.0,V80_H23.txt,Goat,61276945.0,3979.28079745438,15399,-0.0749414377525813,0.7383751407293926,72.2463834056305,50664075.0,21243001.0,2.3849772920502144,3850.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=3.7:1)
V80_H3,1.0,1.0,V80_H3.txt,Goat,25192326.0,5600.783903957315,4498,-0.1122955536294029,1.23948416538125,67.56936242503936,13035480.0,14929989.1,0.8731071344184705,2500.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.1:1)
V81_H14,1.0,1.0,V81_H14.txt,Goat,29283810.0,2588.738507779349,11312,-0.0505113430973311,0.860937233648199,71.4532103188081,10742514.0,20026368.7,0.5364184671183049,3582.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=5.8:1)
V81_H24,1.0,1.0,V81_H24.txt,Goat,11343188.0,2992.136111843841,3791,0.0469102364030926,1.3032750565804136,66.60035755338222,12809502.0,6392518.600000001,2.003827098758852,619.0,PASS,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=10.9:1)
V81_H4,1.0,1.0,V81_H4.txt,Goat,14058928.0,3602.082500640533,3903,0.1995784133457276,1.4087006343498905,66.18681879319654,16223211.0,5737273.100000001,2.8276867280380986,1299.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=12.1:1)
V82_J18,1.0,,V82_J18.txt,Sheep/Goat,34714642.0,5209.280012004802,6664,0.0654014834748978,1.0477708957080418,69.9504099344358,76260402.0,4998706.7,15.256026523820651,2956.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ2 757 ambiguous: Ovis=47353, Capra=38481"
V82_J8,1.0,1.0,V82_J8.txt,Sheep/Goat,46175425.0,6142.799654117334,7517,-0.035809246053357,0.967614845087421,70.56523037547436,16421388.0,34612749.6,0.4744317683446911,4141.0,REVIEW,1,Young/Fetal,0.0,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V82_K4,1.0,0.950769692279125,V82_K4.txt,Sheep/Goat,43629179.0,5846.847896006432,7462,-0.0009422757838304,0.97354663986185,70.5582738061433,32435286.0,23956125.7,1.3539453919295472,2096.0,REVIEW,1,Young/Fetal,0.049230307720875,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V83_A15,0.6666666666666666,1.0,V83_A15.txt,Sheep,35335736.0,5503.151534028967,6421,-0.0054254868516504,1.0338657104128444,69.59675362083713,10901730.0,26633479.6,0.4093242852128116,2921.0,REVIEW,1,Young/Fetal,0.3333333333333333,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=7.7:1)
V83_A5,1.0,1.0,V83_A5.txt,Goat,34358106.0,3881.833239182013,8851,0.0372143615276603,0.9057643830665656,71.01265390331545,31301019.0,18494145.8,1.6924825476394805,3177.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=3.2:1)
V83_C1,1.0,0.5,V83_C1.txt,Sheep,25688028.0,3668.670094258783,7002,0.0098048477470632,1.047460274370692,69.84428274589301,11880834.0,18441803.9,0.6442338322445776,2154.0,REVIEW,1,Young/Fetal,0.5,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=8.8:1)
V84_A16,1.0,,V84_A16.txt,Sheep,131547951.0,7986.15535454104,16472,0.1728465892381274,1.3332294241128395,68.73919156598518,111737901.0,89547461.9,1.2478064551375072,5899.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=176.9:1)
V84_A6,1.0,,V84_A6.txt,Bovidae,5054983.0,4733.130149812734,1068,-0.322865198500258,1.4370766921618248,67.94301161713713,1172382.0,610870.0,1.9192004845548152,442.0,PASS,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V84_C3,1.0,,V84_C3.txt,Bovidae,4844699.0,6399.866578599736,757,0.5294866113028267,2.0163471955934247,64.7259874813558,5646348.0,315831.10000000003,17.877745415191853,305.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V87_J19,1.0,,V87_J19.txt,Sheep,10269270.0,3924.061902942301,2617,0.4185767828752786,1.8484870411855512,61.42290441561451,4499397.0,5202220.4,0.8648993418271935,1621.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=7.0:1)
V87_J9,1.0,,V87_J9.txt,Sheep,21548217.0,3506.626037428804,6145,0.641987550215131,1.3581548297977315,66.72550362155012,25605621.0,11545313.0,2.217836883244309,1604.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=15.1:1)
V87_K5,1.0,,V87_K5.txt,Sheep,17676137.0,3451.022452167122,5122,0.0749152528212319,1.119190924438203,69.19434013984761,17855457.0,9489339.6,1.8816332592839236,1313.0,PASS,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=9.6:1)
V88_H15,1.0,,V88_H15.txt,Sheep/Goat,49573957.0,4893.776604146101,10130,0.000295766807898,0.8012246341361353,71.73410727808665,114361071.0,9711098.8,11.776326588295031,2221.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V88_H5,1.0,,V88_H5.txt,Goat,53648965.0,5401.0837612000405,9933,0.0659244825114881,0.9222162928526884,71.15577446647957,14162361.0,37192894.7,0.3807813592954893,3779.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=3.3:1)
V88_I1,1.0,,V88_I1.txt,Goat,26138704.0,3331.893435309114,7845,0.0329413426338776,0.9703047657880672,70.65079225217414,26055174.0,11801745.8,2.2077389601121555,2872.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=3.8:1)
V89_A17,1.0,,V89_A17.txt,Bovidae,8633692.0,5114.746445497631,1688,-0.0713073229628294,1.2574709023350914,69.76877137282098,5475216.0,1654659.5,3.308968401051697,1042.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V89_A7,1.0,,V89_A7.txt,Sheep,17790528.0,3633.686274509804,4896,-0.1950748571224348,1.4598466662121687,66.52455135931662,17606028.0,5563373.4,3.1646317322507955,2552.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=3.2:1)
V89_C4,1.0,,V89_C4.txt,Goat,23093039.0,3032.1742384453783,7616,0.0570264570118534,1.0542976063748724,69.96250287889525,17043132.0,8461073.4,2.014299036810152,3242.0,PASS,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=6.5:1)
V90_H16,1.0,,V90_H16.txt,Sheep/Goat,19453168.0,3660.739179525781,5314,-0.0193175234748937,1.1876717398754502,68.56744859641569,18523110.0,8759914.8,2.1145308399574843,2222.0,PASS,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V90_H6,1.0,,V90_H6.txt,Sheep,30897145.0,8625.668620882188,3582,-0.1443025365803348,1.3688091837492466,66.70725525917022,50616684.0,6208693.4,8.152550100154727,1061.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=2.1:1)
V90_I2,1.0,,V90_I2.txt,Sheep/Goat,43535700.0,5038.854166666667,8640,0.0626623163363741,1.047494116596159,70.15657855894328,17749008.0,33502150.5,0.5297871251578313,3373.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V91_I10,1.0,,V91_I10.txt,Sheep/Goat,13116934.0,3928.40191674154,3339,0.0349236164198128,1.4513001122146352,65.80612768614165,7002828.0,6038123.0,1.1597690209358107,2535.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ2 757 ambiguous: Ovis=38250, Capra=52066"
V91_I17,1.0,,V91_I17.txt,Sheep/Goat,11542993.0,2407.297810218978,4795,0.1775805322440159,1.270940907072778,67.49327493028697,10253919.0,5081701.3,2.017812223634632,2418.0,PASS,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V91_I3,1.0,,V91_I3.txt,Sheep/Goat,9693064.0,4013.6910973084887,2415,0.041187409794013,1.8228229835893857,61.47899949063788,6892623.0,3899164.1,1.7677181116845018,1628.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V92_I11,1.0,1.0,V92_I11.txt,Sheep,29830371.0,3256.235236327912,9161,-0.0289433862292932,0.9262106750761402,70.56070875383739,16565937.0,8906700.4,1.8599409720798512,5286.0,PASS,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=9.5:1)
V92_I18,,1.0,V92_I18.txt,Sheep,27931208.0,2962.2662000212117,9429,-0.0511508829608873,0.9299415196940026,70.78366338408875,29568990.0,14940359.2,1.9791351468979408,2289.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=9.7:1)
V92_I4,1.0,,V92_I4.txt,Sheep,24728040.0,3319.6455900120823,7449,-0.0585979656884342,1.0309636565526,69.79155061647744,28233342.0,8518680.3,3.314285899425055,2948.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=16.8:1)
V93_A18,1.0,,V93_A18.txt,Sheep,25785594.0,3475.1474393531,7420,-0.103494048767576,1.0241528504759148,69.6683689377163,14235846.0,14218088.3,1.0012489513094387,2504.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=17.5:1)
V93_A8,1.0,,V93_A8.txt,Sheep,24284328.0,2874.565340909091,8448,-0.1402973906939494,1.0276255947161252,69.69575149339924,14080059.0,15339812.8,0.9178768465805528,3054.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=46.8:1)
V93_C5,1.0,,V93_C5.txt,Goat,21745110.0,2992.720891824938,7266,0.077063254855297,1.000246370466935,69.87529237284599,10663740.0,8582869.1,1.2424446738911583,4135.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.3:1)
V9_C17,1.0,1.0,V9_C17.txt,Sheep,25040384.0,4178.271983981312,5993,-0.0327376307304598,1.0772217258364682,69.41869458034631,15026193.0,11780189.2,1.2755476796586591,2783.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=12.2:1)
V9_E14,1.0,0.9507696922791248,V9_E14.txt,Sheep,35638275.0,4938.7853381374725,7216,-0.0739380646062189,1.1606991210680029,69.10622876453533,60504381.0,9272094.0,6.525427913047474,2246.0,REVIEW,1,Young/Fetal,0.0492303077208752,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=27.2:1)
V9_E4,1.0,1.0,V9_E4.txt,Sheep,23223024.0,3178.188586287122,7307,0.007079034994654,1.0479014239099151,70.06497481796727,18532335.0,8700729.700000001,2.1299747996998457,4424.0,PASS,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=12.7:1)
VatLat_10696_K14,,,VatLat_10696_K14.txt,Sheep,17799382.0,2785.9417749256536,6389,-0.1367045837184334,1.1832076738605324,68.08279365506507,12858633.0,8754110.3,1.4688680584707734,2350.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=65.9:1)
VatLat_10696_K19,,,VatLat_10696_K19.txt,Sheep,18909403.0,2529.68602006689,7475,-0.554503399644264,1.64189117071251,66.35431356853672,19998813.0,8678757.1,2.304340675694219,1798.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=30.5:1)
VatLat_10696_K9,1.0,,VatLat_10696_K9.txt,Sheep,10737827.0,2818.3272965879264,3810,0.0105863192525848,1.4835267615286465,64.61534202364868,6375825.0,5130915.4,1.2426291417706867,1915.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=93565.0:1)
regLat_316_K10,1.0,,regLat_316_K10.txt,Bovidae,17378076.0,2947.9348600508906,5895,-1.0727358663974014,1.9185607720177456,65.5776931378942,1212438.0,4544581.600000001,0.2667875960242412,4230.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
regLat_316_K15,,,regLat_316_K15.txt,Sheep,11249063.0,1728.763331796527,6507,0.2282161722469433,1.4678442299707977,67.68328143119136,9043104.0,7566133.9,1.1952080308808704,1327.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=158051.0:1)
regLat_316_K20,,,regLat_316_K20.txt,Sheep,14547812.0,2497.0497768623413,5826,-0.1059297992491724,1.2334386838351354,68.06142029878241,9781620.0,9375273.7,1.0433423399681654,1849.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=550.0:1)
