File_ID,Species,Run_Plate,UMAP1,UMAP2,UMAP3,Cluster,is_outlier,n_peaks,Cluster_Label,peak_id,mz_observed,intensity,snr,mz_theoretical,ppm_error,ptm_count,predicted_intensity,intensity_ratio,confidence_score,cluster_id,Confidence_Score,PPM_Error,mz,Centroid_F+16,Int_F+16,extraction_batch,spot,plate,century,period,PQI,PNI,COL3A1_Peaks,Fibre_Load,Dust_Load,Fetal_Markers,Gelatin_Correlation,Structure_Index,Predicted_d13C,Predicted_d15N,COL1A1_Corrected,COL1A2_Corrected,COL1A1_to_COL1A2_Ratio,Age_Confidence,Ratio_QC,Gelatin_Index,PNI_NonNP,PNI_NP,Total_Ion_Count,Hydroxylation_Ratio,Starch_Plant_Source,Starch_Confidence,Starch_Signal,eggs_signal,eggs_num_matches,milk_signal,milk_num_matches,starch_signal,starch_num_matches,Cluster_ID,Centroid_A,Int_A,Centroid_B1,Int_B1,Centroid_E,Int_E,Centroid_G,Int_G,Centroid_B2,Int_B2,Centroid_F-16,Int_F-16,Centroid_D,Int_D,Centroid_F,Int_F,Centroid_C,Int_C,filename,marker_id_helical,species,gene,ptm_type,match_type,isotope_cluster,notes,Extracted_SampleID,SampleType,Gene,Marker_ID,sample_id,collection,codex,folium,Species_Predicted,Age_Category,Gelatin_Score,Age_Class,Disulfide_Status,Hydroxylation_Status,Starch_Detected,eggs_detected,milk_detected,starch_detected,Spectrum_Image,Quality_Image
Vat_ss_43.txt,Unknown,,-1.3947247,0.5771992,-1.6804308,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_43.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_43.txt_Quality.png
Vat_ss_44.txt,Unknown,,-1.5923852,0.61332804,-1.2333724,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_44.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_44.txt_Quality.png
Vat_ss_45.txt,Unknown,,-0.47804618,1.8470436,-0.08637386,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_45.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_45.txt_Quality.png
Vat_ss_46.txt,Unknown,,-1.5277379,0.19357139,-1.111577,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_46.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_46.txt_Quality.png
Vat_ss_47.txt,Unknown,,-1.7150823,0.5934956,-0.878133,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_47.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_47.txt_Quality.png
Vat_ss_48.txt,Unknown,,-0.03974025,0.44027236,-3.7698133,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_48.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_48.txt_Quality.png
Vat_ss_49.txt,Unknown,,-1.5752251,0.43061882,-0.9743285,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_49.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_49.txt_Quality.png
Vat_ss_5.txt,Unknown,,-0.818944,0.915479,-2.6171577,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_5.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_5.txt_Quality.png
Vat_ss_50.txt,Unknown,,1.2811414,0.762641,-4.0176024,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_50.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_50.txt_Quality.png
Vat_ss_51.txt,Unknown,,-0.3525039,-0.4517779,-0.12966268,1,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_51.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_51.txt_Quality.png
Vat_ss_52.txt,Unknown,,0.8094011,1.2376584,-3.5876691,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_52.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_52.txt_Quality.png
Vat_ss_53.txt,Unknown,,-1.8923558,0.75850475,-1.110551,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_53.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_53.txt_Quality.png
Vat_ss_54.txt,Unknown,,-1.4105425,0.06760128,-1.043956,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_54.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_54.txt_Quality.png
Vat_ss_55.txt,Unknown,,-0.28331193,1.1739657,-2.992832,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_55.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_55.txt_Quality.png
Vat_ss_56.txt,Unknown,,-0.9473245,1.0901259,-2.3725832,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_56.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_56.txt_Quality.png
Vat_ss_58.txt,Unknown,,-1.0377122,0.7865562,-2.5394983,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_58.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_58.txt_Quality.png
Vat_ss_59.txt,Unknown,,0.3006263,1.2859923,-3.2494783,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_59.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_59.txt_Quality.png
Vat_ss_6.txt,Unknown,,-1.1989874,1.7198478,-0.30179498,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_6.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_6.txt_Quality.png
Vat_ss_60.txt,Unknown,,-0.25473398,-0.5598009,-0.024248812,1,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_60.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_60.txt_Quality.png
Vat_ss_61.txt,Unknown,,-1.690343,1.0392914,-0.9090126,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_61.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_61.txt_Quality.png
Vat_ss_62.txt,Unknown,,1.5700767,1.374787,-3.647704,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_62.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_62.txt_Quality.png
Vat_ss_63.txt,Unknown,,-1.0248436,1.427451,-0.7163363,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_63.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_63.txt_Quality.png
Vat_ss_64.txt,Unknown,,-0.68131083,1.2441084,-2.6307838,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_64.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_64.txt_Quality.png
Vat_ss_65.txt,Unknown,,-0.8128596,1.6707785,-1.1064056,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_65.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_65.txt_Quality.png
Vat_ss_66.txt,Unknown,,1.8076495,1.1359571,0.69305295,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_66.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_66.txt_Quality.png
Vat_ss_67.txt,Unknown,,1.2065574,0.5117395,-2.986503,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_67.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_67.txt_Quality.png
Vat_ss_7.txt,Unknown,,-0.80470407,0.13726372,-2.9280286,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_7.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_7.txt_Quality.png
Vat_ss_70.txt,Unknown,,-1.7227119,1.238726,-0.5221116,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_70.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_70.txt_Quality.png
Vat_ss_71.txt,Unknown,,-1.8287988,0.6357205,-1.1975056,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_71.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_71.txt_Quality.png
Vat_ss_73.txt,Unknown,,-0.54626775,1.5733571,-0.8383302,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_73.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_73.txt_Quality.png
Vat_ss_74.txt,Unknown,,-1.0860331,1.0847694,-0.8026064,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_74.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_74.txt_Quality.png
Vat_ss_75.txt,Unknown,,0.9931024,0.37522626,-2.8443608,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_75.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_75.txt_Quality.png
Vat_ss_76.txt,Unknown,,0.32141715,0.42049354,-3.7241194,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_76.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_76.txt_Quality.png
Vat_ss_77.txt,Unknown,,-0.67739123,0.3929334,-3.25711,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_77.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_77.txt_Quality.png
Vat_ss_78.txt,Unknown,,1.1259977,1.0619439,-3.9106255,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_78.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_78.txt_Quality.png
Vat_ss_79.txt,Unknown,,-0.87961155,-0.30343363,-2.6464462,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_79.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_79.txt_Quality.png
Vat_ss_8.txt,Unknown,,-0.76904374,0.961331,-2.470502,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_8.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_8.txt_Quality.png
Vat_ss_80.txt,Unknown,,-0.33550635,-0.40284142,-2.9582236,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_80.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_80.txt_Quality.png
Vat_ss_81.txt,Unknown,,0.3603679,0.60017335,-3.5172112,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_81.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_81.txt_Quality.png
Vat_ss_82.txt,Unknown,,0.10645066,0.6975045,-3.5928433,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_82.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_82.txt_Quality.png
Vat_ss_83.txt,Unknown,,0.34369177,0.359243,-3.830426,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_83.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_83.txt_Quality.png
Vat_ss_84.txt,Unknown,,0.6130671,0.5663724,-4.149874,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_84.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_84.txt_Quality.png
Vat_ss_85.txt,Unknown,,1.0913426,1.3161767,0.5861941,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_85.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_85.txt_Quality.png
Vat_ss_86.txt,Unknown,,-0.3489958,0.16378422,-3.4717011,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_86.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_86.txt_Quality.png
Vat_ss_87.txt,Unknown,,1.2942233,1.1415013,-3.9486609,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_87.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_87.txt_Quality.png
Vat_ss_88.txt,Unknown,,-0.5973258,1.7344093,-0.8092379,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_88.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_88.txt_Quality.png
Vat_ss_89.txt,Unknown,,1.553243,1.1974952,-4.0247645,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_89.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_89.txt_Quality.png
Vat_ss_9.txt,Unknown,,-0.08992507,0.022357462,-2.8983984,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_9.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_9.txt_Quality.png
Vat_ss_90.txt,Unknown,,0.7930857,0.52745616,-3.8642612,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_90.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_90.txt_Quality.png
Vat_ss_91.txt,Unknown,,1.1023074,0.58877504,-3.7134187,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_91.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_91.txt_Quality.png
Vat_ss_92.txt,Unknown,,-0.7446115,-0.1727279,-2.4492526,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_92.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_92.txt_Quality.png
Vat_ss_93.txt,Unknown,,1.0375888,0.45992675,-3.559017,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_93.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_93.txt_Quality.png
Vat_ss_94.txt,Unknown,,1.0525347,0.43831345,-3.9571187,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_94.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_94.txt_Quality.png
Vat_ss_99.txt,Unknown,,-0.58484346,1.2941622,-1.6223394,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_99.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_99.txt_Quality.png
